COUNTY,PRECINCT,POLL,ADDRESS,TYPE,Latitude,Longitude
FULTON,12E1,Cleveland Avenue School,2672 Old Hapeville Road,SCHOOL,33.6824296,-84.3926412
FULTON,12H1,Cleveland Avenue School,2672 Old Hapeville Road,SCHOOL,33.6824296,-84.3926412
FULTON,12H2,Cleveland Avenue School,2672 Old Hapeville Road,SCHOOL,33.6824296,-84.3926412
FULTON,12J,Cleveland Avenue School,2672 Old Hapeville Road,SCHOOL,33.6824296,-84.3926412
FULTON,SC05B,Cliftondale Church,4095 Stonewall Tell Road,CHURCH,33.64399,-84.590242
FULTON,SC05A,Cliftondale Community House,4645 Butner Road,COUNTY BUILDING,33.6514715,-84.5970376
FULTON,SC06D,Cliftondale Community House,4645 Butner Road,COUNTY BUILDING,33.6514715,-84.5970376
FULTON,SC05E,Cliftondale Community House,4645 Butner Road,COUNTY BUILDING,33.6514715,-84.5970376
FORSYTH,05 COAL MOUNTAIN,Coal Mountain Park Community Building,3560 Settingdown Rd. Cumming 30040,PARK/REC CENTER,34.2714537,-84.0916117
DEKALB,COAN RECREATION (ATL),Coan Park Recreation Center,"1530 Woodbine Avenue, Atlanta 30317",PARK/REC CENTER,33.751942,-84.3367453
COBB,MARIETTA 7A MR7A,COBB COUNTY CIVIC CENTER,"548 S MARIETTA PKWY, MARIETTA, GA 30060",COUNTY BUILDING,33.9427406,-84.5367956
COBB,ELIZABETH 01 EL01,COBB EMC,"1000 EMC PKWY, MARIETTA, GA 30060",PRIVATELY OWNED PROPERTY,33.9787483,-84.5546033
COBB,NORTH COBB 01 NC01,COBB VINEYARD CHRISTIAN FELLOWSHIP,"3602 OLD HWY 41 NW, KENNESAW, GA",CHURCH,34.0331112,-84.6386215
COBB,VININGS 04 VG04,COCHISE RIVERVIEW CLUBHOUSE,"3795 COCHISE DR, ATLANTA, GA 30339",PRIVATELY OWNED PROPERTY,33.8603938,-84.4565958
FULTON,ML05,Cogburn Woods Elementary School,13080 Cogburn Road,SCHOOL,34.1043758,-84.2833445
FULTON,ML04,Cogburn Woods Elementary,13080 Cogburn Road,NEW CHANGE,34.1043758,-84.2833445
FULTON,CP011,College Park Auditorium,3631 Main Street,MUNICIPAL BUILDING,33.6560368,-84.4498054
FULTON,CP012,College Park Auditorium,3631 Main Street,MUNICIPAL BUILDING,33.6560368,-84.4498054
FULTON,CP01B,College Park Auditorium,3631 Main Street,MUNICIPAL BUILDING,33.6560368,-84.4498054
FULTON,CP02,College Park Auditorium,3631 Main Street,MUNICIPAL BUILDING,33.6560368,-84.4498054
FULTON,CP04A,College Park Auditorium,3631 Main Street,MUNICIPAL BUILDING,33.6560368,-84.4498054
FULTON,CP04B,College Park Auditorium,3631 Main Street,MUNICIPAL BUILDING,33.6560368,-84.4498054
FULTON,10P,Collier Park Recreation Center,3691 Collier Drive NW,PARK/REC CENTER,33.7697417,-84.506565
GWINNETT,070 Collins Hill Library,070 Collins Hill Library,455 Camp Perrin Road Lawrenceville GA 30043,LIBRARY,34.015499,-84.002253
DEKALB,WADSWORTH,Columbia Drive United Methodist Church,"2067 Columbia Drive, Decatur 30032",CHURCH,33.7289198,-84.253086
DEKALB,COLUMBIA ELEM,Columbia Elementary School,"3230 Columbia Woods Drive, Decatur 30032",SCHOOL,33.719768,-84.2580202
DEKALB,COLUMBIA MIDDLE,Columbia Middle School,"3001 Columbia Drive, Decatur 30034",SCHOOL,33.6975,-84.2536111
COBB,SMYRNA 3A SN3A SMYRNA,COMMUNITY CENTER,"200 VILLAGE GREEN CIR, SMYRNA, GA 30080",PARK/REC CENTER,33.886198,-84.516459
GWINNETT,156 Community of Grace Lutheran Church,156 Community of Grace Lutheran Church,1200 Athens Highway Grayson GA 30017,CHURCH,33.8633007,-83.9661283
FULTON,10R,Concord Baptist Church,3270 Boulder Park Drive SW,CHURCH,33.7500653,-84.4947346
HALL,14-CLERMONT,CONCORD BAPTIST CHURCH,"640 Main St #1854, Clermont, GA 30527",CHURCH,34.4865839,-83.7687102
FORSYTH,27 CONCORD,Concord Baptist Church,6905 Concord Rd. Cumming 30028,CHURCH,34.3305028,-84.1214022
COBB,EASTSIDE 01 EA01,CONGREGATION ETZ CHAIM,"1190 INDIAN HILLS PKWY, MARIETTA, GA 30068",CHURCH,33.9774393,-84.4353342
FULTON,11J,Continental Colony Elementary School,3181 Hogan Road,SCHOOL,33.678709,-84.4915956
COBB,COOPER 01 CO01,COOPER MIDDLE SCHOOL,"4605 EWING RD, AUSTELL, GA 30106",SCHOOL,33.8423064,-84.6340144
FULTON,09B,Coretta Scott King Young Women's Academy,1190 Northwest Drive NW,SCHOOL,33.7886398,-84.4793863
GWINNETT,086 Corley Elementary (GCPS),086 Corley Elementary (GCPS),1331 Pleasant Hill Road Lawrenceville GA 30044,SCHOOL,33.9364848,-84.1229932
GWINNETT,147 Cornerstone Baptist Church,147 Cornerstone Baptist Church,1400 Grayson Highway Lawrenceville GA 30045,CHURCH,33.912087,-83.968462
COBB,ELIZABETH 02 EL02,COVENANT PRESBYTERIAN CHURCH,"2881 CANTON RD MARIETTA, GA 30066",CHURCH,34.0202973,-84.5292381
GWINNETT,093 Craig Elementary (GCPS),093 Craig Elementary (GCPS),1075 Rocky Road Lawrenceville GA 30044,SCHOOL,33.9021999,-84.0181469
GWINNETT,085 Creekland Middle (GCPS),085 Creekland Middle (GCPS),170 Russell Road Lawrenceville GA 30044,SCHOOL,34.0011326,-84.0079618
FULTON,SC11A,Creel Park,2775 Creel Road,PARK/REC CENTER,33.5670414,-84.4832489
FULTON,SC11B,Creel Park,2775 Creel Road,PARK/REC CENTER,33.5670414,-84.4832489
DEKALB,CROSS KEYS HIGH (BHAVN),Cross Keys High School,"1626 North Druid Hills Road, NE, Atlanta 30319",SCHOOL,33.8436505,-84.3375543
DEKALB,WOODWARD (BHAVN),Cross Keys High School,"1626 North Druid Hills Road, NE, Atlanta 30319",SCHOOL,33.8436505,-84.3375543
FULTON,RW08,Crosspointe Community Church,"77 E. Crossville Road, Suite 203",CHURCH,34.045801,-84.3596607
DEKALB,NORTH PEACHTREE (DUN),Crossroads Church of Dunwoody,"4805 Tilly Mill Road, Doraville 30360",CHURCH,33.9364992,-84.2873399
PAULDING,CROSSROADS LIBRARY,CROSSROADS LIBRARY,"909 HARMONY GROVE CHURCH RD., ACWORTH 30101",LIBRARY,34.0505524,-84.7790009
DEKALB,CROSSROADS,Crossroads Presbyterian Church,"5587 Redan Road, Stone Mountain 30088",CHURCH,33.7557004,-84.1663603
COBB,GRITTERS 01 GT01,CROSSVIEW BAPTIST CHURCH,"1100 PIEDMONT RD NE, MARIETTA, GA 30066",CHURCH,34.0198173,-84.5191989
FORSYTH,07 CUMMING,Cumming City Hall,100 Main St. Cumming 30040,MUNICIPAL BUILDING,34.2073126,-84.1395148
GWINNETT,133 Dacula Park Activity Building (GC Park),133 Dacula Park Activity Building (GC Park),2735 Old Auburn Road Dacula GA 30019,PARK/REC CENTER,33.9960262,-83.8930373
DEKALB,OAKHURST (DEC),Decatur Legacy Park- Cochran Building,"500 S. Columbia Drive, Decatur GA 30030",CHURCH,33.7673988,-84.2796707
DEKALB,WINNONA PARK (DEC),Decatur Legacy Park- Cochran Building,"500 S. Columbia Drive, Decatur GA 30030",CHURCH,33.7673988,-84.2796707
DEKALB,CLAIREMONT EAST (DEC),Decatur Recreation Department,"231 Sycamore St., Decatur, GA 30030",CHURCH,33.7740843,-84.2933411
DEKALB,GLENNWOOD (DEC),Decatur Recreation Department,"231 Sycamore St., Decatur, GA 30030",CHURCH,33.7740843,-84.2933411
DEKALB,AVONDALE HIGH,DeKalb School of the Arts,"1192 Clarendon Avenue, Avondale Estates 30002",SCHOOL,33.7591934,-84.2670013
PAULDING,DIANNE WRIGHT INNOVATION CENTER,DIANNE WRIGHT INNOVATION CENTER,"140 BETHEL CHURCH RD., HIRAM 30141",SCHOOL,33.8296394,-84.7817001
PAULDING,DOBBINS MIDDLE SCHOOL,DOBBINS MIDDLE SCHOOL,"225 WILLIAMS LAKE RD., HIRAM 30141",SCHOOL,33.832484,-84.7526397
FULTON,01C,Dobbs Elementary School,"2025 Jonesboro Rd Se, GA",SCHOOL,33.698284,-84.3723821
FULTON,01S,Dobbs Elementary School,"2025 Jonesboro Rd Se, GA",SCHOOL,33.698284,-84.3723821
FULTON,12F,Dobbs Elementary School,"2025 Jonesboro Road SE, Atlanta, GA 30315",NEW CHANGE,33.698284,-84.3723821
FULTON,09E,Dogwood Senior Center,1952 Donald L. Holloway Parkway NW,SENIOR CENTER,33.7760187,-84.4484205
FULTON,JC12,Dolvin Elementary School,10495 Jones Bridge Road,SCHOOL,34.0359508,-84.2331701
FULTON,JC14,Dolvin Elementary School,10495 Jones Bridge Road,SCHOOL,34.0359508,-84.2331701
DEKALB,DORAVILLE NORTH (DOR),Doraville City Hall,"3725 Park Avenue, Doraville 30340",MUNICIPAL BUILDING,33.9009211,-84.2782698
DEKALB,DORAVILLE SOUTH (DOR),Doraville City Hall,"3725 Park Avenue, Doraville 30340",MUNICIPAL BUILDING,33.9009211,-84.2782698
COBB,DOWELL 01 DL01,DOWELL ELEMENTARY SCHOOL,"2121 WEST SANDTOWN RD, MARIETTA, GA",SCHOOL,33.902375,-84.6335267
DEKALB,DRESDEN ELEM (CHA),Dresden Elementary School,"2449 Dresden Drive, Chamblee 30341",SCHOOL,33.8696856,-84.2922761
DEKALB,DRUID HILLS,Druid Hills High School,"1798 Haygood Drive, NE, Atlanta 30307",SCHOOL,33.7930985,-84.315835
COBB,KEMP 01 KP01,DUE WEST UNITED METHODIST CHURCH,"3956 DUE WEST RD, MARIETTA, GA",CHURCH,33.969318,-84.6691071
GWINNETT,007 Duluth City Hall,007 Duluth City Hall,3167 Main Street NW Duluth GA 30096,MUNICIPAL BUILDING,34.001832,-84.1469907
GWINNETT,056 Duluth Festival Center,056 Duluth Festival Center,3142 Hill Street Duluth GA 30096,MUNICIPAL BUILDING,34.0028304,-84.1464336
DEKALB,DUNAIRE ELEM,Dunaire Elementary School,"651 S. Indian Creek Drive, Stone Mountain 30083",SCHOOL,33.7800039,-84.2282089
GWINNETT,129 Duncan Creek Elementary (GCPS),129 Duncan Creek Elementary (GCPS),4500 Braselton Hwy Hoschton GA 30548,SCHOOL,34.0753457,-83.8715396
DEKALB,MT. VERNON WEST (DUN),Dunwoody High,"5035 Vermack Road, Dunwoody, GA",NEW CHANGE 5/22,33.9457809,-84.3157829
DEKALB,TILLY MILL ROAD (DUN),Dunwoody High,"5035 Vermack Road, Dunwoody, GA",NEW CHANGE 5/22,33.9457809,-84.3157829
DEKALB,DUNWOODY 2 (DUN),Dunwoody High,"5035 Vermack Road, Dunwoody, GA 30338",NEW CHANGE 5/22,33.9457809,-84.3157829
DEKALB,DUNWOODY LIBRARY (DUN),Dunwoody Library,"5339 Chamblee-Dunwoody Road, Dunwoody 30338",LIBRARY,33.9442989,-84.3317091
COBB,DURHAM 01 DU01,DURHAM MIDDLE SCHOOL,"2891 MARS HILL RD, ACWORTH, GA 30101",SCHOOL,34.0263624,-84.700138
GWINNETT,042 Dyer Elementary School (GCPS),042 Dyer Elementary School (GCPS),1707 Hurricane Shoals Road Dacula GA 30019,SCHOOL,33.9969551,-83.9372161
COBB,NICHOLSON 01 NS01,EAST COBB BAPTIST CHURCH,"1940 SHALLOWFORD RD, MARIETTA, GA 30066",CHURCH,34.046259,-84.4937705
COBB,ROSWELL 01 RW01,EAST COBB CHURCH OF CHRIST,"5240 ROSWELL RD, MARIETTA, GA 30062",CHURCH,34.0011138,-84.3984662
COBB,MOUNT BETHEL 03 MT03,EAST COBB GOVERNMENT SERVICE CENTER,"4400 LOWER ROSWELL RD, MARIETTA, GA 30068",CHURCH,33.9630657,-84.4228674
COBB,POPE 01 PP01,EAST COBB SENIOR CENTER,"3332 SANDY PLAINS RD, MARIETTA, GA 30066",SENIOR CENTER,34.0314751,-84.4642106
HALL,12-GLADE/NEW HOLLAND,EAST HALL COMMUNITY CENTER,"3911 P Davidson Rd, Gainesville, GA 30507",COUNTY BUILDING,34.3185624,-83.7364324
FULTON,RW20,East Roswell Library,2301 Holcomb Bridge Road,LIBRARY,34.0029015,-84.2943386
COBB,EASTSIDE 02 EA02,EASTSIDE BAPTIST CHURCH,"2450 LOWER ROSWELL RD NE, MARIETTA, GA",CHURCH,33.9437839,-84.4820085
COBB,TERRELL MILL 01 TM01,EASTVALLEY ELEMENTARY SCHOOL,"2570 LOWER ROSWELL RD, MARIETTA, GA 30067",SCHOOL,33.9423478,-84.4774543
GWINNETT,151 Ebenezer Baptist Church,151 Ebenezer Baptist Church,2570 Harbins Road Dacula GA 30019,CHURCH,33.9524199,-83.83134
COBB,EAST PIEDMONT 01 EP01,ELIZABETH BAPTIST CHURCH,"315 KURTZ RD, MARIETTA, GA 30066",CHURCH,34.0038855,-84.5419322
FULTON,RW05,Elkins Pointe Middle School,11290 Elkins Road,SCHOOL,34.0580786,-84.337052
HENRY,(47) Ellenwood,Ellenwood Oaks Community Church,"1234 Panola Road, Ellenwood, GA 30294",CHURCH,33.6289848,-84.2201812
DEKALB,EMORY ROAD,Emory Presbyterian Church,"1886 North Decatur Road NE, Atlanta 30307",CHURCH,33.7927472,-84.3145142
GWINNETT,155 Epiphany Lutheran Church,155 Epiphany Lutheran Church,1350 Peachtree Industrial Blvd Suwanee GA 30024,CHURCH,34.040383,-84.097165
COBB,ROSWELL 02 RW02,Episcopal Church Of St Peter & St Paul,"1795 Johnson Ferry Road, Marietta, GA 30062",NEW,33.9924155,-84.4295368
FULTON,UC02A,Etris Community Center,5285 Lakeside Drive,MUNICIPAL BUILDING,33.5885679,-84.5571689
FULTON,UC02B,Etris Community Center,5285 Lakeside Drive,MUNICIPAL BUILDING,33.5885679,-84.5571689
GWINNETT,076 Evangel Community Church,076 Evangel Community Church,3857 Centerville-Rosebud Road Snellville GA 30039,CHURCH,33.8047929,-84.039567
DEKALB,EVANSDALE ELEM,Evansdale Elementary School,"2914 Evans Woods Drive, Doraville 30340",SCHOOL,33.8733747,-84.2405164
DEKALB,EMBRY HILLS,Evansdale Elementary School,"2914 Evans Woods Drive, Doraville, GA",NEW CHANGE 5/22,33.8733747,-84.2405164
DEKALB,PLEASANTDALE ROAD,Evansdale Elementary School,"2914 Evans Woods Drive, Doraville, GA 30340",NEW CHANGE 5/22,33.8733747,-84.2405164
DEKALB,DECATUR (DEC),Evergreen Baptist Church,"303 4th Avenue, Decatur 30030",CHURCH,33.75325,-84.307092
COBB,OREGON 03 OR03,FAIR OAKS REC CENTER,"1465 BRANDON DR, MARIETTA, GA 30008",PARK/REC CENTER,33.9176363,-84.5646791
HALL,22-GAINESVILLE II,FAIR STREET NEIGHBORHOOD CENTER,715 FAIR ST SE,MUNICIPAL BUILDING,34.299662,-83.8151482
DEKALB,REDAN ROAD,Fairfield Baptist Church,"6133 Redan Road, Lithonia 30058",CHURCH,33.7464998,-84.1470832
DEKALB,FAIRINGTON ELEM (STCRST),Fairington Elementary School,"5505 Phillip Bradley Drive, Lithonia 30038",SCHOOL,33.69565,-84.164416
HENRY,(44) Austin Road,Fairview Rec Center,"36 Austin Road, Stockbridge, Georgia 30281",PARK/REC CENTER,33.608454,-84.1874284
COBB,CLARKDALE 02 CL02,FAITH BAPTIST TEMPLE,"5083 HIRAM-LITHIA SPRINGS RD, POWDER SPRINGS, GA",CHURCH,33.8307277,-84.6880656
GWINNETT,005 Faith Community Church,005 Faith Community Church,800 Grayson Parkway Grayson GA 30017,CHURCH,33.8856503,-83.9648387
FULTON,01G,Fan Plex,"768 Hank Aaron Drive, GA",NEW CHANGE,33.7341374,-84.3874491
FULTON,01D,FanPlex,"768 Hank Aaron Drive SE, Atlanta, GA 30315",NEW CHANGE,33.7341374,-84.3874491
FULTON,01E,FanPlex,"768 Hank Aaron Drive SE, Atlanta, GA 30315",NEW CHANGE,33.7341374,-84.3874491
FULTON,01F,FanPlex,"768 Hank Aaron Drive SE, Atlanta, GA 30315",NEW CHANGE,33.7341374,-84.3874491
FULTON,UC01A,Feldwood Elementary,5790 Feldwood Road,NEW,33.5978336,-84.5139887
FULTON,UC01B,Feldwood Elementary,5790 Feldwood Road,NEW,33.5978336,-84.5139887
FULTON,UC01D,Feldwood Elementary,5790 Feldwood Road,NEW,33.5978336,-84.5139887
FULTON,UC01E,Feldwood Elementary,5790 Feldwood Road,NEW,33.5978336,-84.5139887
GWINNETT,072 Ferguson Elementary (GCPS),072 Ferguson Elementary (GCPS),1755 Centerview Drive Duluth GA 30096,SCHOOL,33.950952,-84.1216663
DEKALB,FERNBANK ELEM,Fernbank Elementary School,"157 Heaton Park Drive, Atlanta 30307",SCHOOL,33.7781301,-84.3157881
FULTON,11C,Fickett School,3935 Rux Road,SCHOOL,33.6970576,-84.5172163
FULTON,JC03A,Findley Oaks Elementary School,5880 Findley Chase Drive,SCHOOL,34.0607361,-84.1863743
FULTON,JC03B,Findley Oaks Elementary School,5880 Findley Chase Drive,SCHOOL,34.0607361,-84.1863743
CLAYTON,JB12,Fire Department Headquarters,"7810 Highway 85, Riverdale, GA",FIRE DEPARTMENT,33.541738,-84.4156783
FULTON,SC04,Fire Station #17,8675 Ridge Road,FIRE DEPARTMENT,33.6194373,-84.670823
COBB,SMYRNA 2A SN2A SMYRNA,FIRE STATION #3,"2825 PARK RD, SMYRNA, GA 30080",FIRE DEPARTMENT,33.883693,-84.4836009
DEKALB,GRESHAM ROAD,"First Baptist Church Gresham Road, Inc.","2394 Gresham Road, Atlanta 30316",CHURCH,33.718853,-84.3099849
HENRY,(57) Dutchtown,First Baptist Church McDonough West Campus,"2176 Jonesboro Road, McDonough, Georgia 30253",CHURCH,33.4659566,-84.2289241
FULTON,FA01A,First Baptist Church of Fairburn,"23 Malone Street SE, Fairburn, GA 30213",NEW CHANGE,33.564235,-84.5822065
FULTON,FA01B,First Baptist Church of Fairburn,23 Malone Street SE,CHURCH,33.564235,-84.5822065
HALL,06-FLOWERY BRANCH II,FIRST BAPTIST CHURCH OF FLOWERY BRANCH,"5106 Spring St, Flowery Branch, GA 30542",CHURCH,34.185583,-83.922576
HALL,21-GAINESVILLE I,FIRST BAPTIST CHURCH OF GAINESVILLE,751 GREEN ST,CHURCH,34.3096851,-83.8286484
GWINNETT,091 First Baptist Church of Grayson,091 First Baptist Church of Grayson,2142 Loganville Hwy Grayson GA 30017,CHURCH,33.8938837,-83.9535686
GWINNETT,011 First Baptist Church of Lilburn,011 First Baptist Church of Lilburn,285 Main Street Lilburn GA 30047,CHURCH,33.8900216,-84.1411489
COBB,POWDER SPRINGS 3A PS3A,FIRST BAPTIST CHURCH POWDER SPRINGS,"4330 NORTH AVE, POWDER SPRINGS, GA 30127",CHURCH,33.8592482,-84.6782763
FORSYTH,16 OTWELL,First Baptist Cumming,1597 Sawnee Dr. Cumming 30040,CHURCH,34.2249707,-84.1485839
HENRY,(61) McDonough Central,First Baptist McDonough –Downtown Campus,"101 Macon St, McDonough, Georgia 30253",CHURCH,33.4455485,-84.14712
GWINNETT,099 First Chinese Baptist ChurchAtlanta,099 First Chinese Baptist ChurchAtlanta,2525 Gravitt Road Duluth GA 30096,CHURCH,33.9608535,-84.1597036
GWINNETT,084 First Christian Church,084 First Christian Church,3495 Sugarloaf Pkwy Lawrenceville GA 30044,CHURCH,33.9260702,-84.0184301
DEKALB,PONCE DE LEON (DEC),Decatur Recreation Department,"231 Sycamore Street, Decatur, 30030", NEW CHANGE 6/3,33.7741378,-84.2934777
CLAYTON,MO4,First Christian Church of Morrow,"6475 Mount Zion Blvd, Morrow, GA",CHURCH,33.5780212,-84.3042599
CLAYTON,JB05,First Presbyterian Church of Jonesboro,"1842 Lake Jodeco Rd, Jonesboro, GA",CHURCH,33.5144767,-84.3301925
FULTON,06R,First Presbyterian Church,1328 Peachtree Street,CHURCH,33.7906847,-84.3856753
FORSYTH,01 BIG CREEK,First Redeemer Church,2100 Peachtree Pkwy. Cumming 30041,CHURCH,34.111438,-84.181
DEKALB,GLENWOOD ROAD,First Rephidim Missionary Baptist Church,"4649 Glenwood Road, Decatur 30035",CHURCH,33.7365789,-84.2281945
DEKALB,ROWLAND ROAD,First St. Peter AME Church,"1074 S. Indian Creek Drive, Stone Mountain 30083",CHURCH,33.7664016,-84.2233847
COBB,BIG SHANTY 01 BG01,FIRST UNITED LUTHERAN CHURCH,"3481 CAMPUS LOOP RD, KENNESAW, GA",CHURCH,34.0353288,-84.5873184
FULTON,EP01A,First United Methodist Church,2651 Church Street,CHURCH,33.6830333,-84.4422882
FULTON,EP01B,First United Methodist Church,2651 Church Street,CHURCH,33.6830333,-84.4422882
GWINNETT,029 Five Forks Library,029 Five Forks Library,2780 Five Forks Trickum Road Lawrenceville GA 30044,LIBRARY,33.893344,-84.055051
GWINNETT,107 Five Forks Middle (GCPS),107 Five Forks Middle (GCPS),"3250 River Dr, SW Lawrenceville GA 30044",SCHOOL,33.8840207,-84.0690609
DEKALB,FLAKES MILL FIRE STATION,Flakes Mill Fire Station,"4540 Flakes Mill Road, Ellenwood 30294",FIRE DEPARTMENT,33.6545072,-84.2304318
DEKALB,FLAT ROCK ELEM (STCRST),Flat Rock Elementary School,"4603 Evans Mill Road, Lithonia 30038",SCHOOL,33.6590364,-84.1602668
DEKALB,FLAT SHOALS ELEM,Flat Shoals Elementary School,"3226 Flat Shoals Road, Decatur 30034",SCHOOL,33.7063238,-84.2836151
DEKALB,FLAT SHOALS LIBRARY,Flat Shoals Library,"4022 Flat Shoals Parkway, Decatur 30034",LIBRARY,33.6913908,-84.2582218
HENRY,(53) Flippen,Flippen United Methodist Church,"3707 Jodeco Road, McDonough, GA 30253",CHURCH,33.4834021,-84.1923522
FULTON,04B,Flipper Temple AME Church,"580 Atlanta Student Movement Blvd, GA",CHURCH,33.7490305,-84.4068099
HALL,05-FLOWERY BRANCH I,FLOWERY BRANCH ELEMENTARY SCHOOL,"5544 Radford Rd, Flowery Branch, GA 30542",SCHOOL,34.2010413,-83.9277811
COBB,MABLETON 04 MA04,FLOYD MIDDLE SCHOOL,"4803 FLOYD RD, MABLETON, GA 30126",SCHOOL,33.8379925,-84.5750644
COBB,SWEETWATER 02 SW02,FLOYD MIDDLE SCHOOL,"Floyd Middle School, 4803 Floyd Rd, Mableton, GA 30126",NEW,33.8379925,-84.5750644
COBB,FORD 01 FR01,FORD ELEMENTARY SCHOOL,"1345 MARS HILL RD, ACWORTH, GA 30101",SCHOOL,33.9868071,-84.720291
CLAYTON,FP1,Forest Park Middle School,"930 Findley Dr, Forest Park, GA",SCHOOL,33.6216203,-84.3593048
GWINNETT,046 Forrest Hills @ Mountain View,046 Forrest Hills @ Mountain View,2849 Mountain View Road Snellville GA 30078,CHURCH,33.8676772,-84.0353618
GWINNETT,137 Fort Daniel Elementary School (GCPS),137 Fort Daniel Elementary School (GCPS),1725 Auburn Rd Dacula GA 30019,SCHOOL,34.0446973,-83.9244685
CLAYTON,FP3,Fountain Elementary,"5212 West St, Forest Park, GA",SCHOOL,33.6121024,-84.3738479
CLAYTON,RD11,Fountain Of Faith Missionary Baptist Church,"6712 W. Fayetteville Rd, Riverdale, GA",CHURCH,33.5715856,-84.4473388
FORSYTH,34 FOWLER,Fowler Park Recreation Center,4110 Carolene Way Cumming 30040,PARK/REC CENTER,34.1509894,-84.2108644
GWINNETT,008 Frank Osborne Middle School,008 Frank Osborne Middle School,4404 Braselton Highway Hoschton GA 30548,SCHOOL,34.077882,-83.8728578
DEKALB,FREEDOM MIDDLE,Freedom Middle School,"505 South Hairston Road, Stone Mountain 30088",SCHOOL,33.7820465,-84.1967907
COBB,FULLERS PARK 01 FP01,FULLERS RECREATION CENTER,"3499 ROBINSON RD, MARIETTA, GA 30068",PARK/REC CENTER,33.9738299,-84.4544314
HALL,23-GAINESVILLE III,GAINESVILLE FIRST CHURCH OF THE NAZARENE,1301 OTILA DR,CHURCH,34.3043289,-83.8617078
GWINNETT,110 Galilean Baptist Church,110 Galilean Baptist Church,1390 Monfort Road Lawrenceville GA 30042,CHURCH,33.9438456,-84.0302533
COBB,POWDER SPRINGS 1A PS1A,GEORGE E. FORD CENTER,"4181 ATLANTA ST, POWDER SPRINGS, GA 30127",MUNICIPAL BUILDING,33.8565053,-84.6761889
GWINNETT,100 George Pierce Park (GC Park),100 George Pierce Park (GC Park),55 Buford Hwy Suwanee GA 30024,PARK/REC CENTER,34.0570239,-84.0518045
GWINNETT,069 Good Shepherd Presbyterian Church,069 Good Shepherd Presbyterian Church,1400 Killian Hill Road Lilburn GA 30047,CHURCH,33.8596,-84.081105
GWINNETT,152 Grace Baptist Church,152 Grace Baptist Church,2980 Old Peachtree Road Dacula GA 30019,CHURCH,34.00928,-83.925653
FORSYTH,29 POLO,Grace Chapel Church of Christ,6755 Majors Rd. Cumming 30040,CHURCH,34.1657907,-84.2056476
COBB,CHALKER 01 CK01,GRACE CHURCH AT TOWN CENTER,"3005 RING RD, NW, KENNESAW, GA 30144",CHURCH,34.0176927,-84.5680498
COBB,LOST MOUNTAIN 04 LM04,GRACE COMMUNITY CHRISTIAN CHURCH,"3737 STILESBORO RD, KENNESAW, GA",CHURCH,33.997672,-84.6600908
COBB,SEWELL MILL 03 SM03,GRACE MARIETTA,"675 HOLT RD, MARIETTA, GA 30068",CHURCH,33.9669295,-84.4800628
COBB,ELIZABETH 04 EL04,GRACELIFE CHURCH,"1083 ALLGOOD RD NE, MARIETTA, GA 30062",CHURCH,33.9780972,-84.5227139
GWINNETT,080 Grace-New Hope Church,080 Grace-New Hope Church,1766 New Hope Rd Lawrenceville GA 30045,CHURCH,33.9241907,-83.9174941
GWINNETT,145 Gracepointe Church of the Nazarene,145 Gracepointe Church of the Nazarene,2900 Rosebud Road Loganville GA 30052,CHURCH,33.866367,-83.9566514
GWINNETT,127 Grafted Church,127 Grafted Church,2149 Five Forks Trickum Road Lawrenceville GA 30044,CHURCH,33.9084839,-84.0392212
FULTON,08K,"Grant, Bitsy Tennis Center",2125 Northside Dr,PARK/REC CENTER,33.8140221,-84.4058685
GWINNETT,078 Grayson United Methodist Church,078 Grayson United Methodist Church,555 Grayson Pkwy Grayson GA 30017,CHURCH,33.8922962,-83.9615979
FULTON,03E,Greater Bethany Baptist Church,"786 Thurmond Street, GA",CHURCH,33.7602515,-84.4130674
DEKALB,PINEY GROVE,Greater Piney Grove Baptist Church,"1879 Glenwood Avenue, Atlanta 30316",CHURCH,33.7394467,-84.3257564
DEKALB,TERRY MILL,Greater Piney Grove Baptist Church,"1879 Glenwood Avenue, RM 2, Atlanta 30316",CHURCH,33.7394467,-84.3257564
HENRY,(34) Wesley Lakes,Griffin First Assembly Church – McDonough,"45 Mt Carmel Road, McDonough, GA 30253",CHURCH,33.4580108,-84.1955464
FULTON,03B,Grove Park Recreation Center,"750 Francis Place NW, GA",PARK/REC CENTER,33.7750739,-84.4384772
FULTON,03H,Grove Park Recreation Center,"750 Francis Place NW, GA",PARK/REC CENTER,33.7750739,-84.4384772
FULTON,09I,Grove Park Recreation Center,750 Francis Place NW,PARK/REC CENTER,33.7750739,-84.4384772
GWINNETT,149 Gwinnett Christian Life Assembly of God,149 Gwinnett Christian Life Assembly of God,1670 Sever Road Lawrenceville GA 30043,CHURCH,33.979922,-84.055266
GWINNETT,077 Gwinnett Church of Christ,077 Gwinnett Church of Christ,1736 Sever Road Lawrenceville GA 30043,CHURCH,33.9811393,-84.0559154
GWINNETT,144 Gwinnett Co Dept of Water Resources,144 Gwinnett Co Dept of Water Resources,684 Winder Hwy Lawrenceville GA 30045,COUNTY BUILDING,33.969752,-83.9637
GWINNETT,079 Gwinnett Community Church,079 Gwinnett Community Church,2516 Five Forks Trickum Rd Lawrenceville GA 30044,CHURCH,33.8995899,-84.0489031
