COUNTY,PRECINCT,POLL,ADDRESS,TYPE,Latitude,Longitude
FULTON,RW13,Saint Mary's Orthodox Church,1950 Old Alabama Road,CHURCH,34.026337,-84.302006
GWINNETT,087 Saint Patrick's Catholic Church,087 Saint Patrick's Catholic Church,2140 Beaver Ruin Road Norcross GA 30071,CHURCH,33.9355814,-84.1818821
GWINNETT,148 Saint Stephen the Martyr Catholic Church,148 Saint Stephen the Martyr Catholic Church,5373 Wydella Road Lilburn GA 30047,CHURCH,33.8636106,-84.1443049
HENRY,(37) East Lake,Salem Baptist Church,"1724 Highway 155 N, McDonough, GA 30252",CHURCH,33.4978617,-84.1443879
FULTON,09D,Salem Baptist Church,2283 Baker Road,CHURCH,33.7702282,-84.462945
DEKALB,SALEM MIDDLE (STCRST),Salem Middle School,"5333 Salem Road, Lithonia 30058",SCHOOL,33.6769389,-84.1720334
FULTON,FC03,Sandtown Park Recreation Center,5320 Campbellton Road,PARK/REC CENTER,33.7183603,-84.5695496
FULTON,SC16A,Sandtown Park Recreation Center,5320 Campbellton Road,PARK/REC CENTER,33.7183603,-84.5695496
COBB,ELIZABETH 05 EL05,SANDY PLAINS BAPTIST CHURCH,"2825 SANDY PLAINS RD, MARIETTA, GA 30066",CHURCH,34.0193824,-84.4912614
FULTON,SS06,Sandy Springs Library,395 Mount Vernon Highway NE,LIBRARY,33.924002,-84.37442
FULTON,SS31,Sandy Springs Library,"395 Mount Vernon Hwy NE, Sandy Springs, GA 30328",NEW CHANGE,33.924002,-84.37442
FULTON,SS22,Sandy Springs Middle School,"8750 Pride Place, Atlanta, GA 30350",NEW CHANGE,33.9969567,-84.3396075
FULTON,SS15A,Sandy Springs Middle School,8750 Pride Place,SCHOOL,33.9969567,-84.3396075
FULTON,SS15B,Sandy Springs Middle School,8750 Pride Place,SCHOOL,33.9969567,-84.3396075
FULTON,07A,Sarah Rawson Smith Elem School,370 Old Ivy Road NE,SCHOOL,33.8581814,-84.3754839
FORSYTH,15 HEARDSVILLE,Sawnee Mountain Park Community Building,3995 Watson Rd. Cumming 30028,PARK/REC CENTER,34.2592959,-84.2163795
COBB,MARIETTA 2B MR2B,SENIOR WELLNESS CENTER,"1150 POWDER SPRINGS ST, MARIETTA, GA 30064",SENIOR CENTER,33.9258711,-84.5748919
COBB,MCEACHERN 01 ME01,SEVEN SPRINGS CHURCH,"4665 MACLAND RD, POWDER SPRINGS, GA 30127",CHURCH,33.9008333,-84.6905556
COBB,POWERS FERRY 01 PF01,SEWELL MILL LIBRARY & CULTURAL CENTER,"2051 LOWER ROSWELL RD, MARIETTA, GA 30068",LIBRARY,33.9501162,-84.4930284
DEKALB,SHADOW ROCK ELEM,Shadow Rock Elementary School,"1040 Kingway Drive, Lithonia 30058",SCHOOL,33.7636956,-84.1447658
FULTON,JC01,Shakerag Elementary School,10885 Rogers Circle,SCHOOL,34.0460326,-84.1293382
COBB,MCCLESKEY 01 MK01,SHALLOWFORD FREE WILL BAPTIST CHURCH,"1686 SHALLOWFORD RD, MARIETTA, GA 30066",CHURCH,34.0483776,-84.5017361
HENRY,(36) McMullen,Sharon Baptist Church,"571 North Ola Road, McDonough, Georgia 30252",CHURCH,33.4507301,-84.0426772
FORSYTH,21 SOUTH FORSYTH,Sharon Springs Park Community Building,1950 Sharon Rd. Cumming 30041,PARK/REC CENTER,34.1163496,-84.1640814
PAULDING,SHELTON ELEMENTARY SCHOOL,SHELTON ELEMENTARY SCHOOL,"1531 CEDARCREST RD., DALLAS 30132",SCHOOL,34.0249038,-84.7759017
HENRY,(49) Shiloh,Shiloh Baptist Church,"253 Macon St., McDonough, Georgia 30253",CHURCH,33.4403905,-84.1460237
GWINNETT,045 Shiloh Elementary (GCPS),045 Shiloh Elementary (GCPS),2400 Ross Road Snellville GA 30039,SCHOOL,33.8282583,-84.0757043
COBB,BELLS FERRY 04 BF04,SHILOH HILLS BAPTIST CHURCH,"75 HAWKINS STORE RD NW, KENNESAW, GA",CHURCH,34.0563251,-84.5519467
COBB,SMYRNA 3B SN3B,"SHILOH SEVENTH DAY ADVENTIST CHURCH,","810 CHURCH ST SE, SMYRNA, GA 30080",CHURCH,33.8802908,-84.529796
GWINNETT,150 Shorty Howell Park Activity Building (GC Park),150 Shorty Howell Park Activity Building (GC Park),2750 Pleasant Hill Road Duluth GA 30096,PARK/REC CENTER,33.973775,-84.1478653
GWINNETT,063 Simpson Elementary (GCPS),063 Simpson Elementary (GCPS),4525 E. Jones Bridge Road Norcross GA 30092,SCHOOL,33.9982487,-84.2294563
FULTON,03G,Simpson Street Church Of Christ,"800 Joseph E. Boone Blvd NW, GA",CHURCH,33.7630871,-84.4134795
FULTON,03L,Simpson Street Church of Christ,"800 Joseph E. Boone Blvd, Atlanta, GA 30314",NEW CHANGE,33.7630871,-84.4134795
DEKALB,HUGH HOWELL (TUC),Smoke Rise Baptist Church,"5901 Hugh Howell Road, Stone Mountain 30087",CHURCH,33.830185,-84.1580585
DEKALB,SNAPFINGER ELEM,Snapfinger Elementary School,"1365 Snapfinger Road, Decatur 30032",SCHOOL,33.7320746,-84.2466122
GWINNETT,010 Snellville UMC,010 Snellville UMC,2428 Main Street East Snellville GA 30078,CHURCH,33.8559914,-84.0162735
DEKALB,SNAPFINGER ROAD,Solid Rock AME Zion Church,"4065 Snapfinger Road, Lithonia 30038",CHURCH,33.6628608,-84.1937637
FULTON,SC19A,Solid Rock Pentecostal Church,4707 Washington Road,CHURCH,33.6276108,-84.4931299
FULTON,SC19B,Solid Rock Pentecostal Church,4707 Washington Road,CHURCH,33.6276108,-84.4931299
COBB,SOPE CREEK 02 SO02,SOPE CREEK ELEMENTARY SCHOOL,"3320 PAPER MILL RD, MARIETTA, GA 30067",SCHOOL,33.9360061,-84.4533652
FULTON,12M,South Atlanta High School,800 Hutchens Road,SCHOOL,33.6708384,-84.3619385
COBB,HARMONY-LELAND 01 HL01,SOUTH COBB COMMUNITY CENTER,"620 LIONS CLUB DR, MABLETON, GA 30126",PARK/REC CENTER,33.8191632,-84.5719089
COBB,MABLETON 01 MA01,SOUTH COBB REGIONAL LIBRARY,"805 CLAY RD, MABLETON, GA 30126",LIBRARY,33.8251194,-84.5775801
GWINNETT,108 South Gwinnett Baptist Church,108 South Gwinnett Baptist Church,3400 Rosebud Road Loganville GA 30052,CHURCH,33.8473398,-83.9576111
FULTON,SC02,Southwest Art Center,915 New Hope Road,COUNTY BUILDING,33.7297222,-84.5416667
FULTON,SC14A,Southwest Regional Library (Evelyn G. Lowery),"3665 Cascade Road, Atlanta, GA 30331",NEW CHANGE,33.724411,-84.5067501
FULTON,SC30A,Southwest Regional Library (Evelyn G. Lowery),3665 Cascade Road,LIBRARY,33.724411,-84.5067501
FULTON,SC30B,Southwest Regional Library (Evelyn G. Lowery),3665 Cascade Road,LIBRARY,33.724411,-84.5067501
HALL,31-FRIENDSHIP IV,SPOUT SPRINGS LIBRARY,6488 SPOUT SPRINGS RD,LIBRARY,34.1522968,-83.8944372
FULTON,04S,St Peters Bapt Church Rec Bldg,"1558 Venetian Dr, GA",CHURCH,33.7143135,-84.4402847
CLAYTON,JB10,St Philip Benizi Catholic Church,"591 Flint River Rd, Jonesboro, GA",CHURCH,33.5193262,-84.3730604
COBB,OAKDALE 01 OK01,ST THOMAS CATHOLIC CHURCH,"4300 KING SPRINGS RD, SMYRNA, GA 30082",CHURCH,33.8492271,-84.5217614
FULTON,07B,St. James Methodist Church,4400 Peachtree Dunwoody Rd,CHURCH,33.8747238,-84.3588421
FULTON,07C,St. James Methodist Church,4400 Peachtree Dunwoody Rd,CHURCH,33.8747238,-84.3588421
